ToxPi Score,HClust Group,KMeans Group,Name,Source,Infection Rate: Transmissible Cases!20!0xcc3333ff,Infection Rate: Disease Spread!5!0xe64d4dff,Pop Concentration: Pop Mobility!10!0x57b757ff,Pop Concentration: Residential Density!5!0x5ced5cff,Intervention: Vaccines!15!0x4258c9ff,Intervention: Social Distancing!5!0x6079f7ff,Intervention: Testing!5!0x7d90f3ff,Health & Environment: Hospital Beds!10!0x6b0b9eff,Health & Environment: Hospital Ventilators!10!0x7e24aeff,Health & Environment: Pop Demographics!3!0x933fbfff,Health & Environment: Air Pollution!3!0xa95ad2ff,Health & Environment: Age Distribution!3!0xc177e7ff,Health & Environment: Co-morbidities!3!0xdb95feff,Health & Environment: Health Disparities!3!0xe1a6ffff
0.521574706,8,1,"Indiana, Clark","38.4802,-85.7051",0.555862788,0.546798225,0.673262152,0.2541,0.662650602,0.825,0.343458786,0.678899083,0.11,0.465246165,0.538922156,0.511724164,0.458598203,0.236195448
0.462308149,7,9,"Indiana, Clay","39.3956,-87.1172",0.601173438,0.603988496,0.583674661,0.2477,0.724899598,0.675,0.397325864,0.19266055,0,0.200845185,0.491017964,0.564890998,0.472478341,0.254243588
0.496948547,7,8,"Indiana, Clinton","40.3032,-86.4728",0.68063524,0.634574765,0.556503139,0.453,0.789156627,0.575,0.343122281,0.220183486,0,0.251964305,0.508982036,0.535777142,0.48229702,0.370795849
0.467569938,7,9,"Indiana, Crawford","38.2881,-86.4452",0.571302113,0.583609609,0.426879065,0.27,0.8062249,0.5,0.358154138,0.34293578,0.0325,0.233419924,0.51497006,0.597857609,0.461587004,0.410702345
0.542931035,10,2,"Indiana, Daviess","38.7019,-87.0719",0.506228613,0.532056928,0.551951404,0.8586,0.823293173,0.575,0.414621378,0.706422018,0.01,0.32972315,0.54491018,0.511724164,0.391552334,0.63342615
0.508760276,7,1,"Indiana, Dearborn","39.1465,-84.9733",0.607814784,0.58541355,0.608262835,0.1226,0.759036145,0.675,0.381247538,0.587155963,0.12,0.176329493,0.526946108,0.547245487,0.363114068,0.172596945
0.464286195,7,1,"Indiana, Decatur","39.3071,-85.5009",0.528343137,0.524215985,0.58952617,0.1706,0.733935743,0.675,0.43347444,0.431192661,0.02,0.171149841,0.502994012,0.535777142,0.371975766,0.227796624
0.51944208,3,8,"Indiana, DeKalb","41.398,-84.9991",0.711052493,0.706124443,0.586254793,0.1971,0.798192771,0.675,0.403335155,0.458715596,0,0.162799309,0.562874251,0.523944662,0.308937726,0.239032278
0.574627179,2,6,"Indiana, Delaware","40.2279,-85.3973",0.602698161,0.615297764,0.63873033,0.7011,0.741967871,0.75,0.362800486,0.504587156,0.36,0.420821358,0.508982036,0.549497408,0.433319734,0.454069646
0.461422737,7,9,"Indiana, Dubois","38.366,-86.8792",0.558475813,0.509444881,0.607992929,0.3047,0.704819277,0.575,0.399329937,0.366972477,0.06,0.186620739,0.532934132,0.547245487,0.302455509,0.133557497
0.623679842,2,4,"Indiana, Elkhart","41.5976,-85.8588",0.748174318,0.691765862,0.671022716,0.7966,0.808232932,0.75,0.331892524,0.697247706,0.15,0.475785341,0.604790419,0.486011086,0.389131137,0.459951257
0.480224159,10,2,"Indiana, Fayette","39.6368,-85.178",0.379994671,0.363873001,0.616844291,0.5883,0.777108434,0.675,0.397325864,0.5,0.03,0.293130486,0.491017964,0.603726893,0.526572788,0.477204775
0.502968427,8,1,"Indiana, Floyd","38.3212,-85.9039",0.483896866,0.496444455,0.694204377,0.205,0.669678715,0.825,0.370983206,0.697247706,0.1,0.417024229,0.538922156,0.516660551,0.442274763,0.142473474
0.480872122,7,1,"Indiana, Fountain","40.1236,-87.2422",0.650651722,0.609597883,0.488871842,0.0818,0.741967871,0.675,0.334407383,0.428348624,0.0225,0.194288542,0.48502994,0.605662958,0.419437587,0.310057188
0.471522237,8,1,"Indiana, Franklin","39.4142,-85.0606",0.451263471,0.506419025,0.537036518,0.099,0.841365462,0.675,0.389657897,0.554495413,0.0988,0.121755141,0.502994012,0.560557324,0.378866348,0.18674997
0.477482165,7,9,"Indiana, Fulton","41.047,-86.2625",0.584572624,0.591162983,0.556266642,0.1933,0.795180723,0.675,0.368327974,0.275229358,0,0.32081308,0.538922156,0.591894413,0.406860313,0.366556167
0.465838227,7,3,"Indiana, Gibson","38.3039,-87.5805",0.593138917,0.556636854,0.587833652,0.6667,0.748995984,0.675,0.401830321,0.027522936,0,0.316967327,0.550898204,0.556172664,0.350474564,0.169388177
0.585258513,7,10,"Indiana, Grant","40.5159,-85.6547",0.677189417,0.655352973,0.620001834,0.6673,0.764056225,0.675,0.24946465,0.724770642,0.1,0.457076102,0.538922156,0.58583425,0.519761379,0.511041692
0.454522645,7,9,"Indiana, Greene","39.0363,-86.9622",0.482095688,0.514263173,0.547986037,0.4378,0.792168675,0.675,0.370550557,0.23853211,0,0.139738242,0.473053892,0.597857609,0.443083888,0.371123218
0.515419463,7,1,"Indiana, Hamilton","40.0731,-86.0524",0.66916132,0.654676618,0.688638615,0.035,0.675702811,1,0.323604196,0.504587156,0.16,0.349549583,0.51497006,0.4094438,0.174836135,0.026039056
0.501431329,7,1,"Indiana, Hancock","39.823,-85.7757",0.667323866,0.652625582,0.615077111,0.0271,0.668674699,0.825,0.3431895,0.376146789,0.21,0.340771145,0.532934132,0.526341402,0.373441932,0.06475162
0.465913423,7,1,"Indiana, Harrison","38.1947,-86.1095",0.544213204,0.539168748,0.519128597,0.1356,0.720883534,0.675,0.376860675,0.449541284,0.05,0.206034545,0.556886228,0.556172664,0.424801528,0.280764795
0.496006635,8,1,"Indiana, Hendricks","39.7672,-86.5104",0.592141716,0.589843413,0.633053249,0.0802,0.668674699,0.825,0.349628657,0.559633028,0.12,0.429561493,0.550898204,0.458391652,0.285594815,0.068049043
0.498509387,7,1,"Indiana, Henry","39.9303,-85.3963",0.594002757,0.571806248,0.582960678,0.3457,0.740963855,0.75,0.361600361,0.440366972,0,0.299295506,0.479041916,0.58583425,0.418044157,0.376989569
0.520970391,7,1,"Indiana, Howard","40.4853,-86.1135",0.620954904,0.594618016,0.612120983,0.2509,0.771084337,0.825,0.376677849,0.385321101,0.07,0.457688644,0.51497006,0.591894413,0.493727889,0.342144265
0.481854769,7,9,"Indiana, Huntington","40.8291,-85.4882",0.627915681,0.617259529,0.588665046,0.2512,0.736947791,0.575,0.339033461,0.376146789,0,0.266018494,0.556886228,0.547245487,0.419948146,0.214022683
0.472028591,7,9,"Indiana, Jackson","38.9092,-86.0385",0.552892716,0.539288213,0.602036264,0.3722,0.769076305,0.75,0.39710544,0.146788991,0.05,0.266996947,0.497005988,0.528722828,0.436280434,0.380206936
0.50867721,3,8,"Indiana, Jasper","41.0208,-87.1155",0.72742677,0.707178932,0.528420616,0.2241,0.802208835,0.675,0.356546874,0.330275229,0,0.232349458,0.538922156,0.556172664,0.406011243,0.228199688
0.47357111,7,3,"Indiana, Jay","40.4378,-85.0058",0.549809627,0.567255595,0.553052924,0.6348,0.781124498,0.675,0.415139532,0.036697248,0.0598,0.131554863,0.54491018,0.560557324,0.529643835,0.46252503
0.548378583,7,10,"Indiana, Jefferson","38.7858,-85.4363",0.693084915,0.68633655,0.599986343,0.5645,0.722891566,0.575,0.37658655,0.669724771,0,0.312612894,0.497005988,0.553960836,0.442999246,0.334607644
0.464834548,7,9,"Indiana, Jennings","38.9959,-85.6271",0.523642742,0.557530291,0.573657394,0.3734,0.807228916,0.575,0.368412627,0.229357798,0,0.200929434,0.497005988,0.528722828,0.560754018,0.3793543
0.510418223,7,1,"Indiana, Johnson","39.4899,-86.1015",0.625557728,0.604860199,0.666689536,0.1891,0.745983936,1,0.33311206,0.293577982,0.17,0.319826443,0.54491018,0.491297583,0.32131549,0.1236077
0.550444712,8,6,"Indiana, Knox","38.6886,-87.4195",0.543653739,0.548011805,0.585738637,0.7638,0.687751004,0.675,0.46229707,0.587155963,0.29,0.351666209,0.550898204,0.560557324,0.481487388,0.382271186
0.564341712,7,10,"Indiana, Kosciusko","41.2452,-85.8631",0.690256025,0.660026744,0.602440694,0.6202,0.802208835,0.575,0.441270005,0.623853211,0.07,0.272845625,0.586826347,0.531089133,0.384810918,0.274593118
0.536998679,7,3,"Indiana, LaGrange","41.6423,-85.4267",0.663496058,0.717296134,0.559612678,0.44,0.868473896,0.675,0.472777332,0.339449541,0,0.16583592,0.580838323,0.464081714,0.363915104,0.7209452
0.60916861,2,4,"Indiana, Lake","41.4187,-87.3828",0.700435993,0.680183241,0.726438967,0.504,0.770080321,1,0.305227771,0.596330275,0.18,0.594408484,0.676646707,0.528722828,0.419081279,0.408536966
0.638742527,2,4,"Indiana, LaPorte","41.5437,-86.7407",0.813802721,0.790517541,0.638324092,0.9051,0.738955823,0.75,0.281183609,0.770642202,0.12,0.509822393,0.562874251,0.553960836,0.4752658,0.428140803
0.478421562,7,9,"Indiana, Lawrence","38.8411,-86.4836",0.612909319,0.616874875,0.589250276,0.1917,0.760040161,0.675,0.375677731,0.293577982,0,0.212242349,0.48502994,0.603726893,0.411411229,0.307196862
0.530111123,7,10,"Indiana, Madison","40.1614,-85.7196",0.54680976,0.556640248,0.638734016,0.5877,0.743975904,0.675,0.38792327,0.513761468,0.09,0.470572195,0.502994012,0.571298465,0.518280598,0.42152343
0.624084739,7,6,"Indiana, Marion","39.7816,-86.1383",0.646510192,0.638754827,0.783749528,0.6839,0.772088353,1,0.334718069,0.660550459,0.27,0.593509319,0.586826347,0.42856039,0.401087464,0.47904327
0.542899535,3,8,"Indiana, Marshall","41.3247,-86.2619",0.702697233,0.659508188,0.58596471,0.6886,0.772088353,0.575,0.237044854,0.394495413,0.14,0.220805252,0.580838323,0.558371442,0.441443239,0.414980784
0.478197844,7,9,"Indiana, Martin","38.71,-86.8037",0.632256146,0.657150926,0.558174303,0.2178,0.748995984,0.325,0.389657897,0.381192661,0.0816,0.148883866,0.502994012,0.589885288,0.41176136,0.273811454
0.528686872,7,1,"Indiana, Miami","40.7694,-86.0453",0.600950771,0.592123802,0.56450288,0.5377,0.8062249,0.675,0.358540328,0.47706422,0,0.49818863,0.54491018,0.556172664,0.432837696,0.475826387
0.5441549,7,3,"Indiana, Monroe","39.1613,-86.5241",0.654254246,0.68283422,0.673725544,0.8921,0.745983936,0.675,0.154092364,0.321100917,0.26,0.363105336,0.443113772,0.434720726,0.249445642,0.367030688
0.498216066,7,1,"Indiana, Montgomery","40.0403,-86.8934",0.548668231,0.539314502,0.594583369,0.4234,0.78313253,0.575,0.309392314,0.605504587,0,0.273278194,0.497005988,0.569174859,0.371543857,0.243943895
0.46980209,7,9,"Indiana, Morgan","39.479,-86.4457",0.603206492,0.61385362,0.609132023,0.2149,0.753012048,0.675,0.389452389,0.229357798,0,0.182290475,0.526946108,0.533440509,0.396349234,0.284297056
0.489475987,7,1,"Indiana, Newton","40.9561,-87.3964",0.604709435,0.645261176,0.515243802,0.042,0.856425703,0.325,0.3668988,0.435229358,0.0912,0.270184379,0.520958084,0.58583425,0.463882543,0.3906384
0.544984208,7,1,"Indiana, Noble","41.3967,-85.4197",0.689337277,0.660789519,0.579711343,0.4371,0.804216867,0.575,0.379265667,0.642201835,0,0.25661029,0.586826347,0.511724164,0.403896372,0.297114325
0.446216232,7,1,"Indiana, Ohio","38.9553,-84.9652",0.53126718,0.542563694,0.556682336,0.1207,0.59437751,0.325,0.374060657,0.576146789,0.1748,0.167151683,0.502994012,0.629957239,0.303981424,0.126816953
0.482765982,7,3,"Indiana, Orange","38.5412,-86.4952",0.594646411,0.606685742,0.570248546,0.7039,0.681726908,0.575,0.393318265,0.19266055,0.0343,0.310234565,0.502994012,0.591894413,0.445258539,0.413336917
0.467035628,7,9,"Indiana, Owen","39.3115,-86.839",0.567632296,0.580143839,0.551820258,0.242,0.796184739,0.5,0.167162073,0.329174312,0.07,0.200802082,0.467065868,0.587865273,0.435216453,0.459607175
0.484464194,7,3,"Indiana, Parke","39.772,-87.2038",0.485837213,0.515810279,0.517465696,0.8698,0.813253012,0.325,0.334904905,0.400917431,0.0341,0.373579365,0.48502994,0.58583425,0.342366037,0.472681325
0.471241015,7,3,"Indiana, Perry","38.0781,-86.6374",0.586988428,0.594144382,0.580460301,0.5205,0.724899598,0.675,0.393958249,0.146788991,0,0.356167471,0.54491018,0.575509717,0.399935891,0.23025437
0.466863535,9,1,"Indiana, Pike","38.4011,-87.2357",0.556807028,0.551828695,0.543306056,0.1601,0.673694779,0.5,0.359238926,0.506330275,0.0777,0.212312307,0.556886228,0.611411532,0.495913303,0.22867324
0.607340731,2,4,"Indiana, Porter","41.4599,-87.0685",0.825318229,0.79585814,0.648008741,0.2273,0.747991968,0.825,0.27549946,0.770642202,0.23,0.388406013,0.580838323,0.523944662,0.351305584,0.123182593
0.437958712,9,9,"Indiana, Posey","38.021,-87.8648",0.510751937,0.509623771,0.482495669,0.0404,0.723895582,0.675,0.456270234,0.308623853,0.0973,0.233263315,0.54491018,0.567039084,0.356817327,0.108547902
0.473829152,7,9,"Indiana, Pulaski","41.0417,-86.6989",0.61599952,0.625944651,0.529964164,0.0856,0.761044177,0.5,0.398546204,0.394495413,0,0.279528947,0.520958084,0.591894413,0.369016695,0.356005891
0.461863022,7,3,"Indiana, Putnam","39.6644,-86.8452",0.51959635,0.534423759,0.567343898,0.7186,0.782128514,0.5,0.384436361,0.165137615,0,0.380611456,0.491017964,0.531089133,0.349140228,0.264918489
0.483183085,7,9,"Indiana, Randolph","40.1573,-85.0114",0.612948771,0.61515815,0.553669388,0.1067,0.739959839,0.675,0.374597029,0.376146789,0,0.245535094,0.526946108,0.605662958,0.476619211,0.41340256
0.514083748,7,10,"Indiana, Ripley","39.1024,-85.2621",0.559168423,0.538383961,0.562023992,0.6937,0.748995984,0.675,0.373793454,0.623853211,0,0.18218227,0.502994012,0.558371442,0.381226481,0.284194958
0.427089852,9,9,"Indiana, Rush","39.62,-85.4656",0.488297135,0.487539966,0.543851181,0.0799,0.71686747,0.575,0.37317251,0.275229358,0,0.254244709,0.497005988,0.569174859,0.382985759,0.436976239
0.505973687,7,1,"Indiana, Scott","38.6867,-85.7463",0.582448871,0.569338643,0.598441449,0.3894,0.782128514,0.675,0.34757976,0.486238532,0,0.177397402,0.502994012,0.540406913,0.486588809,0.446970122
0.512953254,7,1,"Indiana, Shelby","39.5231,-85.7916",0.628092725,0.587347912,0.616195231,0.1929,0.71686747,0.675,0.395141371,0.577981651,0.06,0.2757915,0.526946108,0.540406913,0.488167459,0.230935873
0.449811241,9,9,"Indiana, Spencer","38.0152,-87.008",0.499173962,0.489861162,0.524545723,0.1073,0.748995984,0.5,0.473660813,0.388990826,0.136,0.203849142,0.54491018,0.591894413,0.327484058,0.136272124
0.607388876,2,4,"Indiana, St. Joseph","41.6176,-86.2904",0.758423898,0.709121537,0.692478947,0.7157,0.718875502,0.75,0.196806165,0.697247706,0.2,0.543214841,0.586826347,0.514200531,0.358884599,0.340831036
0.522413986,3,8,"Indiana, Starke","41.2789,-86.6469",0.735784866,0.737256333,0.534516758,0.0971,0.817269076,0.575,0.370205666,0.449541284,0,0.203326031,0.556886228,0.567039084,0.424678356,0.424161877
0.534340435,3,8,"Indiana, Steuben","41.6442,-85.001",0.754645015,0.729696828,0.578600329,0.467,0.712851406,0.75,0.324734234,0.495412844,0,0.222878941,0.538922156,0.595880459,0.288425575,0.204254555
0.502484222,7,3,"Indiana, Sullivan","39.0895,-87.4141",0.529471914,0.533103172,0.53230344,0.9357,0.766064257,0.675,0.427063334,0.293577982,0,0.398345289,0.508982036,0.553960836,0.482799587,0.407536693
0.502043838,10,2,"Indiana, Switzerland","38.8277,-85.0302",0.436368757,0.495903129,0.524812817,0.454,0.845381526,0.325,0.532431133,0.575412844,0.158,0.253846526,0.497005988,0.569174859,0.551415589,0.521009656
0.574182474,7,10,"Indiana, Tippecanoe","40.3887,-86.8941",0.686367138,0.659515965,0.679433446,0.8424,0.793172691,0.75,0.233610377,0.596330275,0.08,0.425824722,0.473053892,0.392728361,0.307771256,0.336636893
0.399658497,9,5,"Indiana, Tipton","40.3112,-86.0523",0.427443468,0.431420767,0.560594014,0.0452,0.787148594,0.575,0.303530502,0.137614679,0,0.217149607,0.520958084,0.615195238,0.431198281,0.166134839
0.469930158,9,1,"Indiana, Union","39.6255,-84.925",0.565647975,0.562613341,0.560681569,0.1869,0.738955823,0.325,0.388227387,0.517155963,0.0548,0.222681427,0.491017964,0.581738694,0.434662302,0.255112937
0.547329078,8,6,"Indiana, Vanderburgh","38.0266,-87.5876",0.501886875,0.480434225,0.699075146,0.7096,0.685742972,1,0.402986042,0.577981651,0.18,0.453460743,0.568862275,0.538099217,0.415771855,0.31492472
0.47547612,9,3,"Indiana, Vermillion","39.8523,-87.4616",0.541812321,0.535114196,0.554998703,0.4817,0.764056225,0.675,0.376952203,0.311926606,0,0.185184924,0.502994012,0.603726893,0.482844356,0.304395518
0.579066071,7,10,"Indiana, Vigo","39.4294,-87.3917",0.604459472,0.584113751,0.662986671,0.8421,0.738955823,0.825,0.321323503,0.633027523,0.18,0.450554344,0.497005988,0.523944662,0.433865619,0.464713421
0.516106946,7,1,"Indiana, Wabash","40.847,-85.7933",0.584057687,0.568713871,0.571473131,0.3543,0.767068273,0.675,0.359550852,0.633027523,0,0.291640078,0.556886228,0.618940916,0.429262899,0.300165404
0.449863562,7,9,"Indiana, Warren","40.3473,-87.356",0.648985747,0.6482746,0.426635535,0.0204,0.753012048,0.325,0.339487518,0.458715596,0,0.133554738,0.473053892,0.613308187,0.368177387,0.142618689
0.456434511,7,1,"Indiana, Warrick","38.0892,-87.2716",0.537857106,0.512126237,0.584641914,0.1605,0.652610442,0.675,0.433167764,0.486238532,0,0.278404652,0.574850299,0.551735804,0.373836385,0.04929881
0.477546993,7,9,"Indiana, Washington","38.6022,-86.1049",0.630243371,0.652127757,0.551559078,0.2486,0.796184739,0.575,0.372731128,0.201834862,0,0.151198827,0.508982036,0.547245487,0.517037383,0.419145255
0.547859836,7,10,"Indiana, Wayne","39.8633,-85.0104",0.570527497,0.55730593,0.627797499,0.6915,0.713855422,0.75,0.325532269,0.688073394,0.04,0.408195146,0.508982036,0.591894413,0.538719994,0.447942538
0.480294037,7,1,"Indiana, Wells","40.7293,-85.2213",0.60024574,0.595198442,0.549553315,0.1754,0.780120482,0.675,0.426918621,0.394495413,0,0.202263105,0.562874251,0.573410039,0.352794125,0.148528156
0.434522571,7,9,"Indiana, White","40.7491,-86.8649",0.598192299,0.561716477,0.564354481,0.0688,0.742971888,0.575,0.356470924,0.100917431,0,0.242413198,0.520958084,0.603726893,0.35296246,0.240331578
0.492216057,3,8,"Indiana, Whitley","41.1386,-85.5079",0.735477171,0.70575894,0.577522114,0.0299,0.757028112,0.675,0.412826938,0.28440367,0,0.195216373,0.532934132,0.56273046,0.397109086,0.118661081
0.425195889,7,9,"Iowa, Adair","41.3308,-94.4711",0.655109978,0.622521245,0.565780572,0.0554,0.697791165,0.5,0.431195062,0.064220183,0,0.157366394,0.341317365,0.654462239,0.305100448,0.07673115
0.420395981,7,9,"Iowa, Adams","41.029,-94.6993",0.650159605,0.658522307,0.510627211,0.085,0.666666667,0.325,0.440776414,0.137614679,0,0.188881747,0.341317365,0.664490426,0.348432534,0.126042435
0.416787015,9,5,"Iowa, Allamakee","43.2838,-91.3786",0.420562759,0.423476569,0.585347065,0.5333,0.658634538,0.5,0.384829282,0.266055046,0,0.372071832,0.353293413,0.651058637,0.311872784,0.200329282
0.469979848,9,2,"Iowa, Appanoose","40.7432,-92.8687",0.476527472,0.482916071,0.603931618,0.4922,0.704819277,0.575,0.373615682,0.532110092,0,0.213004968,0.371257485,0.666135867,0.412442614,0.30918251
0.371438811,9,9,"Iowa, Audubon","41.6845,-94.9058",0.477138925,0.501670035,0.535587847,0.0159,0.619477912,0.5,0.390483813,0.091743119,0,0.130711174,0.341317365,0.693051002,0.358440485,0.141598311
0.408712771,7,9,"Iowa, Benton","42.0801,-92.0646",0.566623427,0.571282299,0.570390833,0.0318,0.681726908,0.5,0.372116171,0.165137615,0,0.192933102,0.413173653,0.573410039,0.322391597,0.025300993
0.526347396,7,10,"Iowa, Black Hawk","42.4705,-92.3052",0.580329301,0.557477278,0.722896553,0.6663,0.678714859,0.75,0.330267437,0.550458716,0.08,0.476319752,0.383233533,0.523944662,0.327459212,0.220260972
0.46981607,7,1,"Iowa, Boone","42.0366,-93.9314",0.567056615,0.571148445,0.581335934,0.3598,0.663654618,0.575,0.373261001,0.577981651,0,0.296293928,0.365269461,0.564890998,0.296473881,0.042549182
0.418740067,7,9,"Iowa, Bremer","42.7746,-92.318",0.533614382,0.52167526,0.63611112,0.1678,0.644578313,0.575,0.401485974,0.256880734,0,0.18931919,0.377245509,0.603726893,0.232582307,0.021565989
0.399435764,7,9,"Iowa, Buchanan","42.4709,-91.8351",0.492600734,0.517052287,0.587665135,0.1277,0.682730924,0.5,0.339227826,0.211009174,0,0.161722521,0.401197605,0.564890998,0.283830741,0.069676196
0.472500147,9,3,"Iowa, Buena Vista","42.7355,-95.151",0.550005046,0.445029734,0.613805411,0.7052,0.637550201,0.675,0.380867259,0.376146789,0,0.413386029,0.341317365,0.496510141,0.263352231,0.404318842
0.369503,9,5,"Iowa, Butler","42.7317,-92.7902",0.360106934,0.363115184,0.556814956,0.0372,0.649598394,0.325,0.356395027,0.391009174,0.0675,0.070302209,0.365269461,0.656152454,0.310804895,0.07826868
0.434384396,7,9,"Iowa, Calhoun","42.3852,-94.6405",0.546842465,0.504405547,0.533906146,0.3107,0.642570281,0.5,0.39710544,0.348623853,0,0.352958615,0.347305389,0.666135867,0.34903003,0.110130486
0.478872118,7,1,"Iowa, Carroll","42.0362,-94.8603",0.649330467,0.596370435,0.607733922,0.1181,0.597389558,0.575,0.414363219,0.669724771,0,0.260527171,0.353293413,0.607589018,0.301015102,0.026243252
0.447993912,7,9,"Iowa, Cass","41.3315,-94.9279",0.610318184,0.601544464,0.605990654,0.1799,0.642570281,0.5,0.352886005,0.357798165,0,0.19883877,0.341317365,0.656152454,0.342964885,0.1757041
0.480210332,7,1,"Iowa, Cedar","41.7723,-91.1325",0.658062823,0.652347878,0.592693485,0.0344,0.659638554,0.5,0.349059598,0.519449541,0.1875,0.160627662,0.443113772,0.595880459,0.219286578,0.011001785
0.554985141,7,4,"Iowa, Cerro Gordo","43.0818,-93.2612",0.679633955,0.641432648,0.671849484,0.4454,0.65060241,0.675,0.376495327,0.550458716,0.41,0.311755123,0.335329341,0.629957239,0.317274706,0.116375921
0.429777948,7,9,"Iowa, Cherokee","42.7354,-95.6239",0.571179633,0.525333586,0.571628813,0.3075,0.66064257,0.5,0.41018932,0.211009174,0,0.281215525,0.335329341,0.672645933,0.354772061,0.057060217
0.368300787,9,5,"Iowa, Chickasaw","43.06,-92.3177",0.390612064,0.403551086,0.581365518,0.0525,0.668674699,0.5,0.425910962,0.19266055,0,0.13141725,0.347305389,0.615195238,0.270098028,0.0818661
0.441925656,9,3,"Iowa, Clarke","41.0287,-93.785",0.480628774,0.483481634,0.605050931,0.5762,0.689759036,0.325,0.425481935,0.330275229,0,0.368277049,0.353293413,0.571298465,0.405014473,0.245291641
0.481336284,7,8,"Iowa, Clay","43.0825,-95.151",0.691101853,0.643025021,0.622475381,0.4358,0.691767068,0.575,0.408710197,0.23853211,0.02,0.226241303,0.311377246,0.622649322,0.313088851,0.1307547
0.406938868,7,9,"Iowa, Clayton","42.8444,-91.3413",0.512621154,0.525880441,0.567319864,0.3881,0.667670683,0.5,0.341058758,0.110091743,0,0.186922685,0.383233533,0.661177588,0.278044447,0.116318877
0.483254646,7,8,"Iowa, Clinton","41.8998,-90.5328",0.663243117,0.63509723,0.641695693,0.3219,0.71184739,0.575,0.332013867,0.28440367,0,0.366930297,0.443113772,0.601780717,0.346148713,0.175973939
0.460287403,9,3,"Iowa, Crawford","42.0372,-95.382",0.495313259,0.442270505,0.597351843,0.8583,0.690763052,0.675,0.426197919,0.119266055,0,0.495376857,0.347305389,0.556172664,0.33907001,0.457411154
0.46050521,7,9,"Iowa, Dallas","41.6856,-94.0413",0.618815065,0.588312292,0.70358731,0.1595,0.710843373,0.75,0.354663772,0.275229358,0,0.330899591,0.371257485,0.412698771,0.19485404,0.010630816
0.446337651,9,5,"Iowa, Davis","40.7477,-92.4101",0.434866137,0.464583147,0.545190557,0.5918,0.779116466,0.5,0.487848754,0.302752294,0,0.093269141,0.383233533,0.569174859,0.287235934,0.516788989
0.486271391,9,3,"Iowa, Decatur","40.7374,-93.7865",0.484291704,0.534101106,0.561367542,0.9542,0.747991968,0.5,0.513323493,0.293577982,0,0.342336745,0.359281437,0.601780717,0.491785409,0.426098111
0.46898408,7,8,"Iowa, Delaware","42.471,-91.3664",0.688946117,0.654000992,0.589558664,0.0996,0.687751004,0.675,0.369177475,0.348623853,0,0.169722786,0.389221557,0.595880459,0.266097198,0.056579035
0.52696926,7,1,"Iowa, Des Moines","40.9201,-91.1833",0.615876793,0.595303485,0.66063464,0.3964,0.718875502,0.575,0.318122837,0.504587156,0.21,0.422551397,0.461077844,0.613308187,0.398411732,0.24462019
0.458397008,7,8,"Iowa, Dickinson","43.3779,-95.151",0.709481302,0.648732215,0.639790259,0.263,0.643574297,0.575,0.336600955,0.220183486,0,0.138864745,0.299401198,0.700610932,0.260973165,0.026835616
0.498685286,7,10,"Iowa, Dubuque","42.4682,-90.8818",0.613333295,0.56691899,0.704524656,0.5352,0.620481928,0.75,0.304517371,0.458715596,0.07,0.3557295,0.425149701,0.556172664,0.269477959,0.119820012
0.482302324,7,8,"Iowa, Emmet","43.3778,-94.6786",0.748209342,0.68518914,0.599516055,0.5374,0.682730924,0.5,0.317164727,0.128440367,0,0.413439948,0.299401198,0.620799731,0.349274048,0.16600113
0.395516593,9,9,"Iowa, Fayette","42.8627,-91.8441",0.462414291,0.48293344,0.587998897,0.2155,0.648594378,0.5,0.305275296,0.183486239,0,0.262486051,0.383233533,0.638895121,0.337946481,0.157793059
0.475051248,7,8,"Iowa, Floyd","43.06,-92.7894",0.664863854,0.658567641,0.587745108,0.3206,0.699799197,0.5,0.387216934,0.275229358,0,0.344522858,0.335329341,0.64065726,0.338228137,0.257659823
0.464352895,7,9,"Iowa, Franklin","42.7327,-93.2626",0.648602278,0.626570239,0.581614899,0.0252,0.673694779,0.5,0.431496247,0.339449541,0.05,0.274010775,0.347305389,0.629957239,0.451959644,0.207048753
0.400361994,9,9,"Iowa, Fremont","40.7454,-95.6013",0.474646389,0.502657312,0.536841636,0.0821,0.699799197,0.5,0.484860043,0.174311927,0,0.231623755,0.365269461,0.654462239,0.340035285,0.104163006
0.414824908,9,9,"Iowa, Greene","42.0361,-94.3966",0.488146943,0.519003154,0.557606149,0.1449,0.653614458,0.325,0.392576322,0.321100917,0.09,0.217630097,0.347305389,0.645894234,0.444732034,0.118060603
0.3635989,9,5,"Iowa, Grundy","42.4018,-92.7883",0.386226839,0.389407818,0.586658255,0.006,0.635542169,0.5,0.381533618,0.28440367,0,0.090587305,0.377245509,0.622649322,0.245149269,0
0.436525554,7,9,"Iowa, Guthrie","41.6838,-94.5011",0.639650648,0.620674042,0.55435042,0.0557,0.666666667,0.325,0.392259881,0.366972477,0,0.207320027,0.347305389,0.652764323,0.248164039,0.103827522
0.408389059,7,9,"Iowa, Hamilton","42.3838,-93.702",0.505252216,0.487056528,0.56746402,0.1321,0.638554217,0.5,0.406168926,0.28440367,0,0.303989521,0.365269461,0.613308187,0.314673338,0.072840879
0.433592996,7,9,"Iowa, Hancock","43.0818,-93.7345",0.639767476,0.592658033,0.535374132,0.1162,0.699799197,0.5,0.339357595,0.256880734,0,0.221598439,0.323353293,0.645894234,0.230727855,0.046204615
