ToxPi Score,HClust Group,KMeans Group,Name,FIPS,Source,Infection Rate: Transmissible Cases!25!0xcc3333ff,Infection Rate: Disease Spread!5!0xe64d4dff,Pop Concentration: Pop Mobility!10!0x57b757ff,Pop Concentration: Residential Density!10!0x5ced5cff,Intervention: Social Distancing!10!0x4258c9ff,Intervention: Testing!10!0x6079f7ff,Health & Environment: Pop Demographics!10!0x6b0b9eff,Health & Environment: Air Pollution!10!0x8e26c4ff,Health & Environment: Age Distribution!10!0x9a42c8ff,Health & Environment: Co-morbidities!10!0xb460e0ff,Health & Environment: Health Disparities!10!0xc885ecff,Health & Environment: Hospital Beds!5!0xdeb9f1ff
0.592240006,8,8,"Alabama, Russell",1113,"-85.1842,32.2873",0.488642829,0.016477141,0.608055013,0.7768,1,0.648130746,0.666612439,0.54491018,0.469686207,0.605330051,0.583118105,0.541023371
0.44998729,8,10,"Alabama, Shelby",1115,"-86.6623,33.2688",0.380537013,0.004480827,0.627367576,0.1764,1,0.648130746,0.50709405,0.538922156,0.493912975,0.313473727,0.093204337,0.545505221
0.509726931,10,10,"Alabama, St. Clair",1117,"-86.3103,33.719",0.483237698,0.010972779,0.567105626,0.2502,1,0.648130746,0.468013926,0.538922156,0.533440509,0.439814552,0.380913388,0.662930206
0.526943307,3,8,"Alabama, Sumter",1119,"-88.1992,32.5912",0.298176374,0.002906977,0.444901507,0.9866,0.675,0.648130746,0.566414792,0.443113772,0.556172664,0.637684859,0.658482374,0.446792389
0.581039683,8,8,"Alabama, Talladega",1121,"-86.1689,33.3782",0.490870232,0.012312238,0.578331883,0.7985,1,0.648130746,0.597357427,0.508982036,0.560557324,0.560892095,0.573071539,0.407682584
0.559833608,8,8,"Alabama, Tallapoosa",1123,"-85.7983,32.867",0.466262977,0.010472542,0.536573996,0.8685,0.825,0.648130746,0.583213996,0.502994012,0.626321192,0.462348772,0.562104271,0.423678805
0.544782542,8,6,"Alabama, Tuscaloosa",1125,"-87.5256,33.2873",0.484189424,0.009725941,0.638760741,0.809,1,0.648130746,0.576538167,0.497005988,0.443774413,0.386098579,0.394608242,0.401056742
0.544680473,8,2,"Alabama, Walker",1127,"-87.3003,33.8027",0.486727918,0.010775259,0.533403292,0.4492,1,0.648130746,0.468689525,0.51497006,0.591894413,0.585173712,0.600882478,0.387908522
0.491362702,8,9,"Alabama, Washington",1129,"-88.2069,31.4093",0.438144974,0.007864489,0.452878724,0.2566,0.5,0.648130746,0.84369735,0.425149701,0.58583425,0.497218391,0.576974284,0.512511295
0.431430608,3,3,"Alabama, Wilcox",1131,"-87.3089,31.9877",0,0,0.446307495,0.6176,0.5,0.648130746,0.614564534,0.443113772,0.587865273,0.659869884,0.657104471,0.436652849
0.495396046,8,9,"Alabama, Winston",1133,"-87.3733,34.1503",0.404202496,0.005124451,0.49206178,0.5084,0.75,0.648130746,0.31978368,0.479041916,0.638895121,0.529834573,0.587255689,0.451957209
0.34956608,6,4,"Alaska, Aleutians East",2013,"-161.9722,55.3222",0.3195816,0.017241379,0.223982153,0.9351,0,0.025228869,0.854183818,0,0.31296819,0.489519811,0.721018473,0
0.261263756,2,3,"Alaska, Aleutians West",2016,"-173.867,53.0246",0,0,0.264604885,0.9955,0.5,0.025228869,0.761443092,0,0.157595284,0.32317578,0.23824904,0
0.441471019,7,4,"Alaska, Anchorage",2020,"-149.1427,61.15",0.619428921,0.03831563,0.668195113,0.8176,0.675,0.025228869,0.718519769,0,0.36061064,0.281199477,0.180901301,0.446804906
0.447557354,6,4,"Alaska, Bethel",2050,"-159.8562,60.9098",0.604491137,0.015868887,0.273169718,0.9478,0.325,0.025228869,0.761455122,0,0.232967307,0.514567589,0.75648327,0.47726554
0.433732485,4,4,"Alaska, Bristol Bay",2060,"-156.7011,58.7451",0.953117444,0.10619469,0.278766561,0.887,0,0.025228869,0.660406356,0,0.345396617,0.46559823,0.323368478,0
0.289427746,6,4,"Alaska, Denali",2068,"-150.0076,63.6726",0.567357409,0.054945055,0.252455924,0.5536,0,0.025228869,0.582162493,0,0.243320523,0.232665382,0.282547578,0
0.412356016,6,4,"Alaska, Dillingham",2070,"-158.2382,59.796",0.619100245,0.093596059,0.205093658,0.9093,0,0.025228869,0.725536954,0,0.304400184,0.535780778,0.635730083,0.437662058
0.415345351,7,4,"Alaska, Fairbanks North Star",2090,"-146.5693,64.8073",0.597141085,0.045521077,0.520772639,0.7529,0.675,0.025228869,0.697814545,0,0.329534997,0.252407478,0.194842984,0.455404239
0.29756565,6,4,"Alaska, Haines",2100,"-135.468,59.0989",0.487112459,0.136363636,0.331177878,0.482,0,0.025228869,0.527900741,0,0.693051002,0.213862359,0.160386816,0
0.252204477,2,7,"Alaska, Hoonah-Angoon",2105,"-135.6424,58.2931",0,0,0.146899836,0.7794,0,0.025228869,0.755765052,0,0.609505176,0.378137072,0.457619952,0
0.403026541,6,4,"Alaska, Juneau City and Borough",2110,"-134.2004,58.4503",0.548080396,0.053921569,0.50964267,0.9322,0.5,0.025228869,0.604852522,0,0.42856039,0.252896795,0.155600793,0.46337591
0.4260759,6,4,"Alaska, Kenai Peninsula",2122,"-151.5389,60.2443",0.606819896,0.048579062,0.435005618,0.7402,0.675,0.025228869,0.509573291,0,0.526341402,0.325494778,0.342438448,0.410654132
0.405455758,6,4,"Alaska, Ketchikan Gateway",2130,"-130.9756,55.5745",0.561040744,0.083333333,0.281983928,0.9242,0.5,0.025228869,0.59732078,0,0.488663708,0.361300947,0.246520453,0.397419515
0.379153699,6,4,"Alaska, Kodiak Island",2150,"-153.7494,57.6553",0.492808718,0.016441006,0.277046418,0.9535,0.5,0.025228869,0.596326671,0,0.325461822,0.266722278,0.31127062,0.487244517
0.391991691,6,4,"Alaska, Kusilvak",2158,"-163.3968,62.1543",0.592206141,0.020048115,0.215731107,0.6804,0.25,0.025228869,0.695357739,0,0.144517037,0.628987727,0.769134251,0
0.378774609,6,4,"Alaska, Lake and Peninsula",2164,"-156.2141,58.624",0.571659621,0.032786885,0.164470927,0.7195,0,0.025228869,0.741904662,0,0.272758857,0.567445063,0.797831738,0
0.407573786,10,1,"Alaska, Matanuska-Susitna",2170,"-149.5742,62.3131",0.696358432,0.073895731,0.44319697,0.262,0.675,0.025228869,0.548011314,0,0.385826464,0.324028552,0.348092004,0.610888417
0.399000671,6,4,"Alaska, Nome",2180,"-164.0354,64.9032",0.452569416,0.026392962,0.303031403,0.9102,0.075,0.025228869,0.735755208,0,0.253393888,0.612695625,0.724205926,0.406754893
0.404299549,6,4,"Alaska, North Slope",2185,"-153.4836,69.3148",0.466325198,0.010183299,0.275763323,0.9924,0.5,0.025228869,0.762222206,0,0.194283093,0.472304672,0.379086762,0.563101584
0.403084822,6,4,"Alaska, Northwest Arctic",2188,"-159.7504,67.0492",0.415378741,0.008680556,0.190101017,0.9656,0.075,0.025228869,0.771252262,0,0.263202133,0.679519085,0.792612978,0.466513592
0.369443149,6,4,"Alaska, Petersburg",2195,"-132.9541,57.1398",0.606759431,0.070512821,0.384357213,0.93,0,0.025228869,0.650981165,0,0.645894234,0.250067721,0.179355173,0
0.419636608,6,4,"Alaska, Prince of Wales-Hyder",2198,"-133.0512,55.7626",0.474795009,0.083333333,0.262053776,0.8943,0.5,0.025228869,0.644939158,0,0.506721514,0.583452737,0.600107355,0
0.358402991,6,4,"Alaska, Sitka City and Borough",2220,"-135.3207,57.2412",0.561730239,0.062111801,0.290234975,0.9417,0.075,0.025228869,0.610490035,0,0.499089333,0.23289575,0.20066852,0.338696827
0.308287064,6,4,"Alaska, Skagway",2230,"-135.3338,59.5615",0.448887763,0.05,0.422700466,0.8115,0,0.025228869,0.474166837,0,0.40616015,0.289324571,0.277288003,0
0.390163955,6,4,"Alaska, Southeast Fairbanks",2240,"-143.2128,63.8769",0.598521912,0.038461538,0.266003761,0.7259,0.5,0.025228869,0.638066482,0,0.455513708,0.344852776,0.405948296,0
0.267236726,2,3,"Alaska, Valdez-Cordova",2261,"-144.7127,61.475",0,0,0.284854658,0.8513,0.325,0.025228869,0.59319357,0,0.440780889,0.346764132,0.28777312,0.371127667
0.402108597,6,4,"Alaska, Wrangell City and Borough",2275,"-132.0584,56.3202",0.679199205,0.390243902,0.24571639,0.8052,0,0.025228869,0.548800799,0,0.656152454,0.497209671,0.354929318,0
0.486025072,4,4,"Alaska, Yakutat City and Borough",2282,"-140.3601,59.891",1,1,0.164470927,0.9612,0,0.025228869,0.76419298,0,0.437763125,0.345865418,0.376592076,0
0.399672634,6,4,"Alaska, Yukon-Koyukuk",2290,"-151.3907,65.5082",0.525436879,0.025352113,0.273688058,0.7762,0,0.025228869,0.73263161,0,0.475207668,0.589955918,0.796727551,0
0.534177368,8,8,"Arizona, Apache",4001,"-109.4892,35.3947",0.481557752,0.007366646,0.416113783,0.9118,0.5,0.583911137,0.695642259,0.161676647,0.501650799,0.563567899,0.824094247,0.622365239
0.510101808,8,8,"Arizona, Cochise",4003,"-109.7516,31.8793",0.498060928,0.014305062,0.494955442,0.936,0.675,0.583911137,0.536102633,0.269461078,0.63712461,0.289127505,0.442922162,0.518726356
0.50694281,8,8,"Arizona, Coconino",4005,"-111.7707,35.8388",0.558029997,0.018310826,0.499070784,0.9713,0.675,0.583911137,0.686896823,0.155688623,0.41592556,0.245839682,0.463969544,0.469905125
0.545306176,8,2,"Arizona, Gila",4007,"-110.8133,33.8019",0.661673752,0.043142399,0.517613452,0.6689,0.575,0.583911137,0.582250848,0.167664671,0.740326689,0.465005511,0.572801699,0.534195216
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
